shr_energy_y_v,shr_theta_v,plot_weight,nu_e,backtracked_e,nu_pdg,true_fid_vol,nelec,nueccinc,leeweight
614.8447,0.86615556,0.0052766587587571336,1.1160285,0.6303568,12,True,1,True,0.0
1554.1807,0.24102576,0.0052766587587571336,2.1502397,1.6182821,12,True,1,True,0.0
1449.9095,0.19867598,0.006025083582564833,1.741153,1.6680236,12,True,1,True,0.0
830.13184,0.89419353,0.006282043522710722,1.1160285,0.85148466,12,True,1,True,0.0
1200.6754,0.17724742,0.0058092714267359725,2.4698718,2.117038,12,True,1,True,0.0
305.2635,2.2143133,0.0052766587587571336,2.0460804,0.35500655,12,True,1,True,0.0
808.8986,0.6012157,0.0062485868483660905,1.1812608,0.8794428,12,True,1,True,0.0
1735.2291,0.36099315,0.005250914895807491,2.9696054,2.3700225,12,True,1,True,0.0
610.50446,0.73999345,0.0052766587587571336,2.9696054,0.55712783,12,True,1,True,0.0
917.5088,0.5740379,0.0052766587587571336,2.779663,1.5463434,12,True,1,True,0.0
583.78577,0.80254453,0.0052766587587571336,1.4227136,0.6055757,12,True,1,True,0.0
937.6766,0.31989637,0.005994260643188257,0.9635818,0.84514,12,True,1,True,0.0
995.28485,0.39741972,0.0052766587587571336,2.215855,0.9426796,12,True,1,True,0.0
345.4102,0.8285956,0.006552293539858066,0.9609451,0.6675007,12,True,1,True,0.0
1289.498,0.37664995,0.005807020769053693,1.5175146,1.3177524,12,True,1,True,0.0
516.3695,1.1551324,0.00635486972277322,0.86608696,0.47449777,12,True,1,True,0.0
473.01144,0.28644493,0.0052766587587571336,1.1746205,0.38643184,12,True,1,True,0.0
2038.8503,0.31153986,0.0052766587587571336,3.3836048,2.2317314,12,True,1,True,0.0
1881.5599,0.30875,0.0052766587587571336,3.1148803,1.8352185,12,True,1,True,0.0
248.13159,1.3393134,0.008943911082768692,0.42350218,0.31995654,12,True,1,True,1.07428
2485.0508,0.36865056,0.007498423984730954,3.3836048,2.676872,12,True,1,True,0.0
1146.155,0.5600089,0.0052766587587571336,2.9330583,1.0991486,12,True,1,True,0.0
702.1781,0.4919015,0.005187813763687108,1.22212,0.6242728,12,True,1,True,0.0
400.4173,1.3481982,0.007050636201915083,1.328799,0.69715214,12,True,1,True,0.0
1164.6118,0.1169111,0.0056211918019010605,1.8832605,1.5861123,12,True,1,True,0.0
933.4659,0.3668876,0.0052766587587571336,1.513077,0.8941573,12,True,1,True,0.0
836.8069,0.52036566,0.0062675262145359505,1.3557358,1.0872127,12,True,1,True,0.0
1073.9126,0.447618,0.006439761284770822,1.2805424,1.112793,12,True,1,True,0.0
204.74472,1.1076028,0.0052766587587571336,1.2366292,0.22803621,12,True,1,True,0.0
999.1807,0.41265517,0.0052766587587571336,3.0713413,0.9373819,12,True,1,True,0.0
158.31863,2.3972769,0.024380457551146494,0.5592471,0.14720762,12,True,1,True,0.476307
899.57043,0.238131,0.005777296110368358,0.90127695,0.781167,12,True,1,True,0.0
942.4938,0.50056535,0.005202424482333042,1.1336805,0.9421225,-12,True,1,True,0.0
306.89777,0.71212155,0.016698372854442006,0.34083098,0.26215518,12,True,1,True,3.73055
772.03064,0.92816716,0.00563303574642304,1.4694923,0.87626714,12,True,1,True,0.0
1124.4396,0.40591162,0.00635428661498354,1.4209518,1.2505778,12,True,1,True,0.0
504.87088,0.41788533,0.0052766587587571336,0.8788959,0.51324356,12,True,1,True,0.0
